id,trip_distance,trip_time_in_secs,tip_amount,fare_amount,tip_perc,counter,pickup_zipcode,dropoff_zipcode
10012|11203,6.82,1380,0,23.5,0,1,10012,11203
10012|11204,10.21333333,1889,3.166666667,33.16666667,10.77022296,3,10012,11204
10012|11205,3.780714286,954.4642857,2.278571429,14.74107143,15.82555088,56,10012,11205
10012|11206,3.864901961,922.2156863,2.260392157,15.05882353,14.67023293,51,10012,11206
10012|11207,6.36,1813.5,2.55,24,10.40816327,2,10012,11207
10012|11208,8.74,2100,0,30.5,0,1,10012,11208
10012|11209,10.3475,1799.75,5.565,32.875,16.75091705,12,10012,11209
10012|11210,7.424,1539.2,2.4,25.2,9.457065845,5,10012,11210
10012|11211,3.100565371,791.0212014,1.833710247,12.96466431,14.06137131,283,10012,11211
10012|11212,8.035,1799,0,27.5,0,2,10012,11212
10012|11213,5.9175,1326.625,2.82125,21,13.06468565,8,10012,11213
10012|11214,10.8,1574,5.67,33,17.18181818,1,10012,11214
10012|11215,4.877604167,1215.9375,2.630416667,18.5,14.00938834,96,10012,11215
10012|11216,4.908918919,1223.567568,2.402972973,18.37837838,13.02874432,37,10012,11216
10012|11217,3.574941176,965.4941176,1.795058824,14.64117647,12.29110455,85,10012,11217
10012|11218,7.785555556,1387.666667,5.183333333,25.66666667,20.63697628,9,10012,11218
10012|11219,9.22,1969.333333,0.5,31.33333333,1.724137931,3,10012,11219
10012|11220,8.366666667,1468.333333,1.533333333,28,6.96969697,3,10012,11220
10012|11221,4.923333333,1254.444444,2.077777778,18.74074074,11.31272703,27,10012,11221
10012|11222,4.316395349,944.9651163,2.399069767,16.26744186,14.58837382,86,10012,11222
10012|11223,12.3,2282.5,0,39.125,0,4,10012,11223
10012|11225,5.695789474,1267.947368,2.45,20.5,11.59530813,19,10012,11225
10012|11226,6.864444444,1355.5,3.191666667,23.27777778,13.59874851,18,10012,11226
10012|11228,10.36666667,1607.666667,2.333333333,32.33333333,6.763285024,3,10012,11228
10012|11229,11.45,2640,0,40,0,1,10012,11229
10012|11230,11.13,1862.428571,2.742857143,34.64285714,8.641131002,7,10012,11230
10012|11231,4.212545455,1294.472727,2.33,17.41818182,13.38109984,55,10012,11231
10012|11232,6.921666667,1365.833333,2.753333333,23.66666667,10.97086247,6,10012,11232
10012|11233,6.284444444,1471.222222,1.722222222,21.77777778,7.806935972,9,10012,11233
10012|11234,25.64,3360,15.2,75,20.26666667,1,10012,11234
10012|11235,15.63333333,1824,7.9,44.33333333,18.65152789,3,10012,11235
10012|11236,9.3,2642,1,35.5,2.816901408,1,10012,11236
10012|11237,5.450869565,1348.869565,1.406521739,20.08695652,7.324929634,23,10012,11237
10012|11238,4.298787879,1071.30303,1.957878788,16.52272727,11.95177988,66,10012,11238
10013|10001,2.42569161,743.8548753,1.285045351,10.95578231,12.05532047,882,10013,10001
10013|10002,1.383701149,577.9057471,0.962252874,8.24137931,11.5586815,435,10013,10002
10013|10003,1.62461837,563.0413972,1.09385511,8.462483829,12.99553856,773,10013,10003
10013|10004,1.684968944,644.1242236,0.920186335,9.245341615,9.915717929,161,10013,10004
10013|10005,1.530595238,600.1309524,1.061190476,8.598214286,12.72192161,168,10013,10005
10013|10006,1.256551724,534.2327586,1.008706897,7.724137931,13.33952714,116,10013,10006
10013|10007,0.896153846,373.9053254,0.764812623,6.079901381,12.63847337,507,10013,10007
10013|10009,1.933456376,670.033557,1.327348993,9.627516779,13.80783042,298,10013,10009
10013|10010,2.301588089,674.6401985,1.365781638,10.32009926,13.52294541,403,10013,10010
10013|10011,1.776666667,507.4221526,1.049038662,8.355799373,12.73864983,957,10013,10011
10013|10012,0.90862013,397.8944805,0.826444805,6.331980519,13.31902665,616,10013,10012
10013|10013,0.928700265,362.2718833,0.810649867,6.842838196,12.01347813,754,10013,10013
10013|10014,1.244196833,401.7171946,0.828303167,6.772624434,12.76323756,884,10013,10014
10013|10016,2.942975391,892.1185682,1.636532438,12.77404922,12.82043348,447,10013,10016
10013|10017,3.597573964,1042.972387,1.716213018,15.00197239,11.25738023,507,10013,10017
10013|10018,2.812660819,962.7222222,1.659590643,13.10087719,12.78138533,342,10013,10018
10013|10019,3.603422222,1180.783704,1.760725926,15.8237037,11.18067156,675,10013,10019
10013|10020,3.378,1207.64,1.5958,15.48,10.36128142,50,10013,10020
10013|10021,5.54,1244.527027,2.539256757,19.89189189,12.98222175,148,10013,10021
10013|10022,4.220742574,1271.012376,2.087351485,17.52227723,11.78822642,404,10013,10022
10013|10023,4.478862559,1142.971564,2.096966825,17.22985782,12.25693967,211,10013,10023
10013|10024,5.30971831,1204.190141,2.628028169,19.52464789,13.6733867,142,10013,10024
10013|10025,6.294375,1263.4125,3.145875,22.08125,13.82886117,80,10013,10025
10013|10026,7.491428571,1427.857143,1.735714286,24.39285714,6.883630937,14,10013,10026
10013|10027,8.274,1426.96,2.674,26.84,10.12867442,25,10013,10027
10013|10028,5.810769231,1280.009615,2.729903846,20.58173077,13.31338095,104,10013,10028
10013|10029,7.077027027,1306.891892,2.182972973,23.16216216,9.40894549,37,10013,10029
10013|10030,9.46,1310.5,1.53125,30.1875,5.218531469,8,10013,10030
10013|10031,9.156153846,1425.384615,2.807692308,28.84615385,9.889823573,13,10013,10031
10013|10032,10.2,1469.8125,3.325,31.5,10.51416379,16,10013,10032
10013|10033,11.26846154,1547.230769,3.238461538,34.15384615,9.663923749,13,10013,10033
10013|10034,12.35,1631.25,6.9,36.875,18.67483225,4,10013,10034
10013|10035,8.149285714,1487.642857,2.810714286,26.17857143,11.06091836,14,10013,10035
10013|10036,3.207765152,1058.458333,1.408977273,14.36458333,10.1161714,528,10013,10036
10013|10037,9.34375,1424.5,3.1625,29.1875,10.55190058,8,10013,10037
10013|10038,1.2075,535.245098,0.974019608,7.580882353,12.70928346,204,10013,10038
10013|10039,9.728,1545.2,3.06,31.1,9.979303096,5,10013,10039
10013|10040,11.56666667,1540,2.266666667,34.5,6.868686869,3,10013,10040
10013|10044,6.89,1440,5.88,23,25.56521739,1,10013,10044
10013|10065,5.08974359,1217.111111,2.089401709,18.98717949,10.80696947,117,10013,10065
10013|10075,5.515813953,1352.697674,2.314418605,20.3255814,11.33798702,43,10013,10075
10013|10128,6.382093023,1356.197674,2.592906977,22.08139535,11.50175251,86,10013,10128
10013|10280,1.352474747,433.0454545,0.812222222,7.297979798,11.83523122,198,10013,10280
10013|10301,15.4,3099,0,52,0,1,10013,10301
10013|10305,13.89,1500,9.88,39,25.33333333,1,10013,10305
10013|10310,15.5,3252,6,53,11.32075472,1,10013,10310
10013|10451,10.7225,1640.25,0,33.25,0,4,10013,10451
10013|10452,11.4,1406,5,33.5,14.92537313,1,10013,10452
10013|10453,12.8,1666,0,38,0,2,10013,10453
10013|10454,9.644,1335.8,0.5,29.6,1.634920635,5,10013,10454
10013|10456,10.66,1620,6.6,32.5,20.30769231,1,10013,10456
10013|10460,14.61,1500,10.5,41.5,25.30120482,1,10013,10460
10013|10462,14.45,2520,2.5,45.25,5.681818182,2,10013,10462
10013|10463,12.7,1507.333333,5.41,37,14.52336336,3,10013,10463
10013|10467,16.395,1740,0,45.5,0,2,10013,10467
10013|10468,14,2359.333333,0,44.16666667,0,3,10013,10468
10013|10471,14.315,1789.5,5.19,41.75,12.65853659,2,10013,10471
10013|10473,17.78,1800,0,48.5,0,1,10013,10473
10013|11201,2.701168831,946.2251082,1.774545455,12.66883117,13.7000057,231,10013,11201
10013|11203,7.93,1986.5,0,28.75,0,2,10013,11203
10013|11204,9.7,1589,0,30.5,0,1,10013,11204
10013|11205,3.497966102,912.1355932,1.672033898,14.07627119,11.65720473,59,10013,11205
10013|11206,4.098292683,1003.146341,2.513658537,15.93902439,15.54961527,41,10013,11206
10013|11207,6.588333333,1628.5,1.95,24.08333333,7.465034965,6,10013,11207
10013|11208,12.3,1523,1,36.5,2.272727273,2,10013,11208
10013|11209,9.815625,1755.3125,4.621875,31.875,13.85956957,16,10013,11209
10013|11210,7.95,1794,2.8,27.5,10.48144258,4,10013,11210
10013|11211,3.468088889,874.7155556,2.024311111,14.01111111,14.6517067,225,10013,11211
10013|11212,6.74,960,4.2,20.5,20.48780488,1,10013,11212
10013|11213,5.368571429,1225,2.528571429,19.42857143,13.37971677,7,10013,11213
10013|11214,13.055,2199.5,9,40.25,22.12403101,2,10013,11214
10013|11215,4.744318182,1267.25,3.024090909,18.47727273,16.43700275,88,10013,11215
10013|11216,25004.57469,1117.46875,1.4865625,17.40625,8.542837876,32,10013,11216
10013|11217,3.472638889,982.4444444,1.937222222,14.41666667,13.54911874,72,10013,11217
10013|11218,6.883076923,1221.538462,3.601538462,22.5,16.0723616,13,10013,11218
10013|11219,9.7725,1884.75,0,32.375,0,4,10013,11219
10013|11220,7.516666667,1245.666667,0,23.66666667,0,3,10013,11220
10013|11221,5.18,1362,1.855555556,19.83333333,9.517482726,18,10013,11221
10013|11222,4.787260274,1087.712329,2.853972603,17.70547945,15.8792163,73,10013,11222
10013|11223,11.93,2000.5,8.225,37.75,21.81905932,2,10013,11223
10013|11225,5.420588235,1426.588235,3.025294118,20.67647059,14.78980046,17,10013,11225
10013|11226,6.505384615,1372.923077,2.076923077,22.5,8.290598218,13,10013,11226
10013|11228,9.43,1366,2.253333333,28.66666667,7.624338624,6,10013,11228
10013|11229,12.99333333,1847.333333,9.1,38.33333333,22.97435897,3,10013,11229
10013|11230,9.37,1809,2.9,30.75,10.1754386,2,10013,11230
10013|11231,3.760714286,1228.267857,2.759642857,16.1875,16.56078974,56,10013,11231
10013|11232,5.711666667,1223.416667,1.666666667,20.5,7.737673511,12,10013,11232
10013|11233,5.83,1330,2.375,20.75,12.45394374,4,10013,11233
10013|11234,11.02666667,2094,4.333333333,35.16666667,11.78427998,3,10013,11234
10013|11235,13.37,2222,2.5,40.5,5.813953488,2,10013,11235
10013|11237,5.971428571,1494.285714,3.552857143,22.25,16.14608724,14,10013,11237
10013|11238,4.232307692,1141.692308,2.830153846,16.96153846,16.64090833,65,10013,11238
10014|10001,416.0579549,468.9797823,0.949525661,7.583592535,12.6030414,1286,10014,10001
10014|10002,1.874832962,702.4966592,1.268329621,9.847438753,12.7922181,449,10014,10002
10014|10003,1.22139823,491.9637168,0.946831858,7.313716814,12.82161934,1130,10014,10003
10014|10004,2.758780488,774.5,1.12304878,11.92682927,9.733370467,82,10014,10004
10014|10005,2.721214953,784.5420561,1.624299065,11.70093458,14.04035048,107,10014,10005
10014|10006,2.453529412,695.7411765,1.504588235,10.81176471,14.15990134,85,10014,10006
10014|10007,1.666241611,476.4295302,1.014071588,8.089485459,12.629032,447,10014,10007
10014|10009,1.706311239,643.6599424,1.190893372,9.112391931,13.08207733,347,10014,10009
10014|10010,1.460516351,521.919105,1.010826162,7.823580034,13.02234061,581,10014,10010
10014|10011,0.952240185,323.9068514,0.797020785,5.782909931,13.89849409,1299,10014,10011
10014|10012,1.1652331,493.7960373,0.934125874,7.244755245,13.09894998,858,10014,10012
10014|10013,1.287925636,434.9050881,0.905812133,7.03962818,13.30371114,1022,10014,10013
10014|10014,0.788911638,294.1056034,0.739967672,5.807661638,12.79255713,928,10014,10014
10014|10016,2.155478261,739.6782609,1.325797101,10.39927536,12.83328883,690,10014,10016
10014|10017,2.67306425,900.0642504,1.46,12.30560132,11.88247703,607,10014,10017
10014|10018,1.896541889,694.3850267,1.259090909,9.836898396,12.8466446,561,10014,10018
10014|10019,2.719900442,863.7986726,1.501449115,12.26272124,12.15522384,904,10014,10019
10014|10020,2.511212121,895.1212121,1.187878788,12.03030303,10.08419118,33,10014,10020
10014|10021,4.315744681,1223.356383,1.840744681,17.10106383,10.78489019,188,10014,10021
10014|10022,3.245616438,1089.187867,1.738238748,14.44227006,12.19869508,511,10014,10022
10014|10023,3.419009901,881.4422442,1.681518152,13.64521452,12.35285729,303,10014,10023
10014|10024,4.444350282,1003.525424,1.800508475,16.46892655,11.01131443,177,10014,10024
10014|10025,5.338962963,1025.925926,2.098,18.64074074,11.33127689,135,10014,10025
10014|10026,6.270454545,1244.818182,2.430454545,21.27272727,11.4125698,22,10014,10026
10014|10027,7.100416667,1169.708333,2.91875,23.02083333,12.69761058,24,10014,10027
10014|10028,5.082089552,1239.552239,2.119179104,18.64925373,11.47506584,134,10014,10028
10014|10029,6.100487805,1255.731707,2.343658537,21.1097561,10.81836421,41,10014,10029
10014|10030,8.212666667,1450.266667,2.406666667,26.86666667,8.731307315,15,10014,10030
10014|10031,7.792083333,1190.5,1.502083333,24.85416667,6.034280758,24,10014,10031
10014|10032,9.078823529,1261.529412,3.520588235,27.97058824,12.3553433,17,10014,10032
10014|10033,10.55857143,1168.857143,1.55,30.64285714,5.441844202,14,10014,10033
10014|10034,10.35916667,1507.166667,4.175,32.83333333,12.88870578,12,10014,10034
10014|10035,7.066153846,1414.384615,2.192307692,23.23076923,9.393554663,13,10014,10035
10014|10036,2.21014556,735.3973799,1.29139738,10.62518195,12.03522345,687,10014,10036
10014|10037,7.112,1206.2,1.262,22.45,5.383763997,10,10014,10037
10014|10038,2.359020979,709.2937063,1.40965035,10.61538462,13.42847495,143,10014,10038
10014|10039,8.8,1320,3,28,10.71428571,1,10014,10039
10014|10040,10.615,1509.875,5.0125,32.5625,15.65368056,8,10014,10040
10014|10044,7.015,2183.5,2.55,28,10.40816327,2,10014,10044
10014|10065,3.865698925,1131.467742,1.888978495,15.8844086,11.79356774,186,10014,10065
10014|10075,4.756716418,1169.61194,1.892089552,17.68656716,10.72189921,67,10014,10075
10014|10128,5.504444444,1225.953704,2.389166667,19.375,12.31760381,108,10014,10128
10014|10280,2.128716216,533.5743243,1.220945946,9.385135135,13.29352308,148,10014,10280
10014|10301,16.3,2117,30.75,46.5,66.12903226,1,10014,10301
10014|10306,20.25,3600,12.6,62.5,20.16,1,10014,10306
10014|10314,16.515,1985.5,11.025,46.5,23.908859,2,10014,10314
10014|10451,7.275,2830.25,1.25,23.125,4.098360656,4,10014,10451
10014|10452,10.4,1382,0,32,0,1,10014,10452
10014|10453,10.94,1740,0,32.5,0,1,10014,10453
10014|10454,8.37,1260,0,27,0,1,10014,10454
10014|10455,2,4959,0,9.5,0,1,10014,10455
10014|10456,8.84,1800,0,30,0,1,10014,10456
10014|10457,12.37,2100,4,38,10.52631579,1,10014,10457
10014|10460,15.89,2310,0,46.5,0,2,10014,10460
10014|10461,15.44,1953,6.85,44.75,15.22352647,2,10014,10461
10014|10462,14.7,1851.5,1.06,42.25,2.585365854,2,10014,10462
10014|10463,12.534,1658,4.706,37.6,12.81660971,5,10014,10463
10014|10467,15.28666667,1884.333333,1.5,43.33333333,3.092783505,3,10014,10467
10014|10468,12.17,2040,0,39,0,1,10014,10468
10014|10471,13.86,1688,8.44,40.25,20.98271071,2,10014,10471
10014|10472,14.76,2098.666667,0,43.5,0,3,10014,10472
10014|10474,14.43,1800,0,41,0,1,10014,10474
10014|11201,4.088773006,1258.748466,2.34803681,17.06748466,13.87669294,163,10014,11201
10014|11203,8.2,1916.333333,4,28.33333333,14.54545455,3,10014,11203
10014|11204,10.5,2637.5,0,38,0,2,10014,11204
10014|11205,4.483529412,1071.676471,1.640294118,16.83823529,9.64444873,34,10014,11205
10014|11206,4.950576923,1268.346154,2.015576923,18.94230769,10.83945202,52,10014,11206
10014|11207,7.268333333,1855,1.616666667,26.83333333,6.873753643,6,10014,11207
10014|11208,9.99,2160,0,33,0,2,10014,11208
10014|11209,10.69857143,1534.285714,3.888571429,32.35714286,11.9849893,7,10014,11209
10014|11210,8.253333333,1766,1,28.33333333,3.571428571,3,10014,11210
10014|11211,4.323045977,1103.683908,2.440574713,17.01724138,14.2949895,174,10014,11211
10014|11213,6.91,1505.555556,0.944444444,24.16666667,3.613269207,9,10014,11213
10014|11214,13.43,1980,9,40.5,22.22222222,1,10014,11214
10014|11215,5.734814815,1380.049383,3.485185185,21.03703704,16.89835673,81,10014,11215
10014|11216,6.553125,1548.4375,2.90625,22.25,12.98888812,16,10014,11216
10014|11217,4.556315789,1242.223684,2.221973684,17.99342105,12.26470877,76,10014,11217
10014|11218,7.7,1420.181818,2.48,25.13636364,9.581860762,11,10014,11218
10014|11219,9.225,1813,1.5,30.5,4.166666667,2,10014,11219
10014|11220,9.921666667,1595.5,3.1,30.91666667,10.16567613,6,10014,11220
10014|11221,5.192941176,1438.823529,2.664705882,21.44117647,12.22462174,17,10014,11221
10014|11222,5.289591837,1239.612245,2.807346939,19.66326531,13.9517735,49,10014,11222
10014|11223,11.39333333,1832.333333,1.666666667,35,4.761904762,3,10014,11223
10014|11224,17.34,3180,0,56.5,0,1,10014,11224
10014|11225,6.186315789,1409.368421,3.057368421,22.10526316,14.13277838,19,10014,11225
10014|11226,7.678181818,1609,4.808181818,26.04545455,18.21071251,11,10014,11226
10014|11228,9.933333333,1860.666667,6.11,31.83333333,20.20174959,3,10014,11228
10014|11229,11.945,2175,2.75,38,8.088235294,2,10014,11229
10014|11230,9.97,1819.75,4.825,31.875,15.31708376,4,10014,11230
10014|11231,5.202413793,1437.586207,2.755862069,19.32758621,13.98844,58,10014,11231
10014|11232,7.154285714,1451.285714,3.542857143,24.42857143,13.65890413,7,10014,11232
10014|11233,6.982,1532.8,0,23.7,0,5,10014,11233
10014|11234,16.30333333,2902.5,4.566666667,51.58333333,10.53379505,6,10014,11234
10014|11235,13.0075,1987,7.8775,46.75,17.70980392,4,10014,11235
10014|11237,6.297727273,1525.818182,1.729545455,22.81818182,7.658052693,22,10014,11237
10014|11238,5.090784314,1232.784314,2.955882353,18.87254902,15.88021971,51,10014,11238
10014|11251,4.53,1680,0,21,0,1,10014,11251
10016|10001,2129.129054,585.1004063,0.909843297,7.77945444,12.18751903,1723,10016,10001
10016|10002,2.458880779,679.0243309,1.119854015,10.68491484,10.73254218,411,10016,10002
10016|10003,1.236590656,395.6535039,0.845689655,6.772525028,12.69035571,1798,10016,10003
10016|10004,4.694152047,742.6374269,1.644561404,15.8128655,10.36635649,171,10016,10004
10016|10005,4.489379845,890.2790698,1.787596899,16.36821705,10.8618226,129,10016,10005
10016|10006,4.40203125,959.90625,2.10140625,16.453125,13.18721758,64,10016,10006
10016|10007,4.332276119,971.5261194,1.839626866,16.38992537,11.51298555,268,10016,10007
10016|10009,1.662324094,478.5117271,1.04466951,8.010660981,13.12476099,469,10016,10009
10016|10010,0.868225806,335.811828,0.728028674,5.828405018,12.58481675,1116,10016,10010
10016|10011,1.608887842,611.4514609,1.131385485,8.710179076,12.99282133,1061,10016,10011
10016|10012,2.021899529,659.310832,1.146766091,9.703296703,11.84786763,637,10016,10012
10016|10013,2.801572327,873.9706499,1.583689727,12.59119497,12.76960001,477,10016,10013
10016|10014,2.115298869,728.0323102,1.29726979,10.23909532,12.73123656,619,10016,10014
10016|10016,3042.253058,311.184826,0.661950941,5.618665145,11.64488952,1753,10016,10016
10016|10017,0.845612245,349.0802412,0.719012059,5.918831169,12.20094817,2156,10016,10017
10016|10018,1.025287611,661.5497788,1.018639381,8.449115044,12.08208752,904,10016,10018
10016|10019,1.703584765,839.690814,1.288595967,10.67289022,12.27688,1339,10016,10019
10016|10020,1.278695652,688.7028986,1.219855072,8.942028986,13.43360055,138,10016,10020
10016|10021,2.223572268,634.9236193,1.103960047,9.928907168,11.22978537,851,10016,10021
10016|10022,1.237015972,468.084924,0.886205688,7.306194001,12.31818127,2567,10016,10022
10016|10023,2.639447415,908.6934046,1.427896613,12.48128342,11.29744299,561,10016,10023
10016|10024,3.66281457,1050.145695,1.804801325,15.09602649,11.91045094,302,10016,10024
10016|10025,4.687764706,1152.735294,2.003588235,17.56470588,11.70397359,170,10016,10025
10016|10026,4.95173913,1049.869565,2.007391304,17.32608696,11.58910856,23,10016,10026
10016|10027,5.680588235,1245.823529,2.633333333,19.84313725,13.12416031,51,10016,10027
10016|10028,2.790615385,731.0519231,1.360019231,11.52019231,11.96530795,520,10016,10028
10016|10029,3.819625,860.2625,1.63225,14.16875,11.41393795,160,10016,10029
10016|10030,7.492222222,1386.777778,1.957777778,24.66666667,7.058556886,9,10016,10030
10016|10031,6.916875,1341.6875,2.548125,23.9375,10.58071726,16,10016,10031
10016|10032,8.911785714,1311,3.435714286,27.125,12.42668201,28,10016,10032
10016|10033,9.28,1204.380952,3.385238095,27.73809524,12.14363185,21,10016,10033
10016|10034,10.4,1195.25,3.9625,30.375,13.26716912,4,10016,10034
10016|10035,4.925833333,897.75,2.088333333,16.43055556,12.21449152,36,10016,10035
10016|10036,1.301740707,727.6790571,0.990843155,9.213508613,10.82402049,1103,10016,10036
10016|10037,5.964545455,1006.818182,0.954545455,19.18181818,4.963855921,11,10016,10037
10016|10038,4.139354839,844.1290323,1.689193548,15.21505376,11.06634092,186,10016,10038
10016|10039,7.531818182,1301.727273,2.545454545,24.13636364,10.62539104,11,10016,10039
10016|10040,10.01181818,1380.727273,3.738181818,30.36363636,11.95017172,11,10016,10040
10016|10044,4.285333333,917.6666667,1.762666667,15.13333333,10.72850253,15,10016,10044
10016|10065,1.774023155,564.6599132,0.904138929,8.774240232,10.38696522,691,10016,10065
10016|10075,2.586171875,687.515625,1.240234375,10.82226563,11.53511183,256,10016,10075
10016|10128,3.129315789,748.2447368,1.499289474,12.23552632,12.33865395,380,10016,10128
10016|10280,5.095416667,993.1354167,2.401354167,17.9375,13.02479349,96,10016,10280
10016|10305,16.9,2337,4,47.5,8.421052632,1,10016,10305
10016|10312,2.93,3540,0,84,0,1,10016,10312
10016|10451,7.266666667,1400,2.9,24,12.03936894,3,10016,10451
10016|10452,8.468,1458,1.38,26.8,5.049441786,5,10016,10452
10016|10453,11.19,1980,10.65,35,30.42857143,1,10016,10453
10016|10454,6.53,975.5,2.81,21,12.48888889,2,10016,10454
10016|10455,7.19,1133,0,23,0,2,10016,10455
10016|10456,8.5075,1217,0,25.5,0,4,10016,10456
10016|10458,11.725,2670,3.75,40,10.13513514,2,10016,10458
10016|10459,8.2,1171,5,24.5,20.40816327,1,10016,10459
10016|10460,14.185,2490,7,41,16.71967288,2,10016,10460
10016|10461,13.5825,1545,4.03,38.25,11.40580286,4,10016,10461
10016|10462,11.48857143,1577.142857,2.16,34.14285714,6.478991597,7,10016,10462
10016|10463,12.23,1542.125,3.7475,35.9375,10.52972618,8,10016,10463
10016|10465,12.9,2063,10.12,39.5,25.62025316,1,10016,10465
10016|10467,15.14333333,1685.666667,3.29,42.66666667,8.545454545,3,10016,10467
10016|10468,11.2,1486,3.666666667,33,10.47619048,3,10016,10468
10016|10469,14.89,1560,8.4,41.5,20.24096386,1,10016,10469
10016|10471,12.5,1529,5,35.5,14.08450704,1,10016,10471
10016|10472,9.995,1290.166667,1.05,29.33333333,3.387096774,6,10016,10472
10016|10475,15.64,1847,0,43.75,0,2,10016,10475
10016|11201,5.339006623,1331.86755,2.90781457,20.17880795,14.32374761,151,10016,11201
10016|11203,9.068,1880.8,5.11,30.4,16.58276158,5,10016,11203
10016|11204,13.25,1798,6.72,38.5,17.45454545,2,10016,11204
10016|11205,5.738965517,1375.310345,2.801724138,21.15517241,13.660465,29,10016,11205
10016|11206,5.392608696,1286.043478,1.485217391,20.15217391,8.038373243,23,10016,11206
10016|11207,11.14333333,2135,0,36.33333333,0,3,10016,11207
10016|11209,13.34125,2232.1875,5.89625,41.625,14.19497195,16,10016,11209
10016|11210,10.77,1971.5,0,35,0,2,10016,11210
10016|11211,4.763636364,1166.927273,2.454,18.27727273,13.52003302,110,10016,11211
10016|11213,7.852857143,1760.714286,4.677142857,27.07142857,17.88990261,7,10016,11213
10016|11214,16.83,2219.75,7,48.375,14.43710425,4,10016,11214
10016|11215,7.606415094,1863.132075,4.317924528,27.59433962,15.6285885,53,10016,11215
10016|11216,6.118666667,1488.8,2.448,22.1,11.45035242,15,10016,11216
10016|11217,6.106578947,1607.947368,3.244473684,22.73684211,13.75481254,38,10016,11217
10016|11218,9.944285714,1845.928571,8.332857143,32.32142857,25.08229691,14,10016,11218
10016|11219,11.251,1991.4,4.009,35.65,11.21279412,10,10016,11219
10016|11220,11.63,1733.666667,5.433333333,35.33333333,15.40155101,3,10016,11220
10016|11221,7.016428571,1647.714286,3.521428571,24.28571429,13.8719269,14,10016,11221
10016|11222,4.543409091,1069.840909,2.679318182,17.04545455,16.83986226,44,10016,11222
10016|11223,12.89333333,2487.666667,1.333333333,41.33333333,3.463203463,3,10016,11223
10016|11225,7.48625,1660.375,2.1975,25.75,8.376786579,8,10016,11225
10016|11226,9.649,2386.4,3.285,34.7,8.492323705,10,10016,11226
10016|11228,11.95,2284,4.5,39.25,11.79183136,2,10016,11228
10016|11229,18.1,2476,1.25,53.25,2.873563218,2,10016,11229
10016|11230,12.4725,2541.25,2.04375,41.1875,5.247045242,8,10016,11230
10016|11231,6.361724138,1679.068966,3.800689655,23.98275862,15.38568326,29,10016,11231
10016|11232,8.72,2074.857143,4.792857143,31.28571429,16.1067753,7,10016,11232
10016|11233,10.53333333,3089,2.373333333,41,8.63030303,3,10016,11233
10016|11236,9.39,1860,6.2,30.5,20.32786885,1,10016,11236
10016|11237,6.776,1378.7,1.673,23.3,7.335214,10,10016,11237
10016|11238,6.347073171,1622.707317,3.750731707,23.45121951,15.8749011,41,10016,11238
10016|11251,6.845,1402.5,4.75,23.5,20.20833333,2,10016,11251
10017|10001,1.344564404,755.1026189,1.083618386,9.451630144,11.53787692,1871,10017,10001
10017|10002,3.175968379,821.6166008,1.39687747,12.92094862,11.1465801,253,10017,10002
10017|10003,614.1513199,583.2657343,1.121022727,8.906031469,12.72004565,1144,10017,10003
10017|10004,5.396302083,982.9166667,2.001822917,18.70572917,10.88609232,192,10017,10004
10017|10005,5.094666667,1055.6,2.522148148,18.33703704,13.56036668,135,10017,10005
10017|10006,5.846875,1264.671875,2.1871875,21.171875,10.25961464,64,10017,10006
10017|10007,5.084343066,1219.941606,2.501131387,19.32664234,12.77446419,274,10017,10007
10017|10009,2.252508039,624.5723473,1.428617363,9.953376206,14.5717392,311,10017,10009
10017|10010,1.34877193,506.6563467,1.026460268,7.777605779,13.51524221,969,10017,10010
10017|10011,2.079975093,801.8779577,1.348381071,10.70423412,12.72770954,803,10017,10011
10017|10012,2.616479821,882.1748879,1.457511211,12.19282511,12.02909441,446,10017,10012
10017|10013,3.619662651,1121.681928,1.845951807,15.49518072,11.91578558,415,10017,10013
10017|10014,2.715558087,940.6127563,1.826537585,13.28018223,13.4242548,439,10017,10014
10017|10016,0.910069284,396.4139723,0.739497691,6.27165127,12.06602945,1732,10017,10016
10017|10017,0.716089267,373.5462274,0.620510096,6.124335813,9.734789976,941,10017,10017
10017|10018,1.055114504,714.4643766,1.506959288,8.809160305,19.34722273,786,10017,10018
10017|10019,1.153157895,707.8941709,0.969003962,8.853423882,11.07055153,1767,10017,10019
10017|10020,0.738358209,599.6865672,0.846268657,7.559701493,10.62379786,134,10017,10020
10017|10021,1.700565134,541.9588123,0.944703065,8.444444444,11.27834332,1044,10017,10021
10017|10022,0.809638113,377.0068713,0.659606047,5.99381585,11.11643132,2183,10017,10022
10017|10023,2.031047254,787.8454662,1.20816092,10.61238825,11.49720267,783,10017,10023
10017|10024,3.032020202,926.1489899,1.509217172,13.08459596,11.64755438,396,10017,10024
10017|10025,4.025990099,1005.574257,1.89529703,15.45049505,12.29128565,202,10017,10025
10017|10026,4.784848485,1129.939394,2.190909091,17.71212121,11.87141682,33,10017,10026
10017|10027,5.420882353,1219.338235,2.183823529,19.40441176,11.34687017,68,10017,10027
10017|10028,2.251615854,624.8978659,1.168033537,9.921493902,11.99714937,656,10017,10028
10017|10029,3.173877551,725.5578231,1.38877551,12.11904762,11.40766955,147,10017,10029
10017|10030,5.977777778,1125.222222,2.577777778,20.22222222,12.90312079,9,10017,10030
