id,trip_distance,trip_time_in_secs,tip_amount,fare_amount,tip_perc,counter,pickup_zipcode,dropoff_zipcode
10022|11237,8.636,2323,3.94,32.8,16.20316206,5,10022,11237
10022|11238,7.849655172,2128,4.399310345,29.62068966,14.95808461,29,10022,11238
10022|11239,29.04,4080,5.55,86.5,6.416184971,1,10022,11239
10022|11251,8.185,1681,5.6,27.75,20.19607843,2,10022,11251
10023|10001,2.146193878,836.5489796,1.146816327,11.1755102,10.6810024,980,10023,10001
10023|10002,5.186075949,1441.481013,2.494556962,20.41772152,12.42545724,79,10023,10002
10023|10003,3.524301075,1210.021505,1.711747312,15.77284946,10.84596756,372,10023,10003
10023|10004,6.408518519,1474.833333,1.99037037,23.15740741,8.662428911,54,10023,10004
10023|10005,6.44,1558.333333,2.323809524,23.57142857,10.0622462,21,10023,10005
10023|10006,5.750625,1424.9375,2.2828125,21.46875,10.59823221,32,10023,10006
10023|10007,5.091315789,1164.926316,2.142526316,18.62631579,11.6623193,190,10023,10007
10023|10009,4.343,1218.088889,1.985888889,17.32222222,11.22955424,90,10023,10009
10023|10010,2.979659091,1095.167614,1.680028409,13.96590909,12.08792764,352,10023,10010
10023|10011,2.869128788,932.0909091,1.562272727,12.90246212,12.29709278,528,10023,10011
10023|10012,4.091386139,1357.039604,1.796138614,17.66584158,9.99849162,202,10023,10012
10023|10013,4.519838057,1240.757085,2.03097166,17.91295547,11.49596477,247,10023,10013
10023|10014,3.33513308,993.5285171,1.806121673,14.09695817,12.91465851,263,10023,10014
10023|10016,2.521594203,1033.809783,1.49384058,13.07699275,11.41168237,552,10023,10016
10023|10017,1.956959248,873.8035528,1.196280042,11.08359457,10.88122082,957,10023,10017
10023|10018,1.741971326,819.5430108,1.091182796,10.49193548,10.31469359,558,10023,10018
10023|10019,1.087985746,474.3484621,0.765142536,7.108777194,10.78977216,2666,10023,10019
10023|10020,1.33762963,663.1851852,0.96037037,8.851851852,10.79445833,135,10023,10020
10023|10021,1.696524008,610.4686848,1.023173278,8.979123173,11.18651346,958,10023,10021
10023|10022,1.52800597,673.2591045,0.995946269,9.130149254,11.00334304,1675,10023,10022
10023|10023,0.868139731,322.337963,0.604124579,5.84875,10.37516907,2376,10023,10023
10023|10024,1.14032667,341.3061921,0.666772306,6.332764505,10.67871303,2051,10023,10024
10023|10025,1.946229075,481.3524229,0.863612335,8.484140969,10.10067034,1135,10023,10025
10023|10026,2.858108108,676.2612613,1.237117117,11.50900901,10.62000413,111,10023,10026
10023|10027,3.233465909,722.7670455,1.011363636,12.42045455,8.160367252,176,10023,10027
10023|10028,2.091094017,639.5384615,1.047213675,9.805128205,10.61057392,585,10023,10028
10023|10029,2.868274112,728.4923858,1.196040609,11.69543147,10.38725752,197,10023,10029
10023|10030,4.0928,948.64,1.024,15.38,6.524571693,25,10023,10030
10023|10031,4.235,855.5285714,1.472142857,15.2,9.216745637,70,10023,10031
10023|10032,5.690648148,839.8888889,2.124814815,18.68518519,11.45007864,108,10023,10032
10023|10033,6.667777778,882.6,2.301777778,20.71111111,11.05706855,45,10023,10033
10023|10034,7.7115,1003.6,3.3225,24.25,13.74633185,20,10023,10034
10023|10035,3.949210526,891.3947368,1.668421053,14.53289474,11.30058557,76,10023,10035
10023|10036,1.43148539,679.8352273,0.874123377,9.096590909,9.838315677,1232,10023,10036
10023|10037,4.41,1004.625,2.1125,16,13.04587233,8,10023,10037
10023|10038,5.962058824,1390.941176,2.582941176,21.75,12.09741385,34,10023,10038
10023|10039,4.792352941,1003.823529,1.165882353,17.23529412,6.624400386,17,10023,10039
10023|10040,7.2035,1002.35,2.82,22.3,12.81597701,20,10023,10040
10023|10044,5.494285714,1266.428571,2.314285714,19.28571429,11.43415502,7,10023,10044
10023|10065,1.391645885,587.638404,0.868416459,8.386533666,10.37940338,802,10023,10065
10023|10075,1.887391304,594.4293478,0.991494565,9.20923913,11.03302604,368,10023,10075
10023|10128,2.433765182,689.9068826,1.138724696,10.66396761,10.73171111,494,10023,10128
10023|10280,5.72952381,1294,2.429761905,20.66666667,11.88461176,42,10023,10280
10023|10305,20.27,2700,14.5,57.5,25.2173913,1,10023,10305
10023|10314,21.67,3240,16,63.5,25.19685039,1,10023,10314
10023|10451,8.418,1445.6,1.84,27,8.076923077,5,10023,10451
10023|10452,8.406,1180,2.714,25.9,11.05620915,5,10023,10452
10023|10454,5.66,1122.333333,0,19,0,3,10023,10454
10023|10455,7.95,1560,0,27,0,1,10023,10455
10023|10456,7.8525,1391,0.375,25.25,1.363636364,4,10023,10456
10023|10457,9.5,1231,0,29,0,1,10023,10457
10023|10458,12.23333333,1783,0,36.5,0,3,10023,10458
10023|10459,8.73,1439.25,2.2125,28.5,7.763157895,4,10023,10459
10023|10460,9.7,1430,0,29,0,1,10023,10460
10023|10462,12.37,1873,2,36.66666667,5.170115342,3,10023,10462
10023|10463,9.626666667,1053.388889,5.091111111,28.16666667,17.82308954,18,10023,10463
10023|10466,12.3,1309,2,35,5.714285714,1,10023,10466
10023|10467,12.2,1330,0,34.5,0,1,10023,10467
10023|10468,9.79,1598.5,2.283333333,30.5,7.615635998,6,10023,10468
10023|10470,12.1,1213,8.6,33.5,25.67164179,1,10023,10470
10023|10471,10.16,1186.666667,2.5,29.58333333,7.994987469,6,10023,10471
10023|10472,13.12,1740,0,38.5,0,1,10023,10472
10023|10473,11.4,1118,4,33,12.12121212,1,10023,10473
10023|10474,7.6,1638,0,25.5,0,1,10023,10474
10023|10475,15.6,2910,0,44,0,1,10023,10475
10023|11201,7.840909091,2217.69697,4.942424242,30.22727273,16.34395852,33,10023,11201
10023|11203,15.4,2921,0,49,0,1,10023,11203
10023|11204,14,3279,0,48,0,1,10023,11204
10023|11205,9.19,1879.25,3.75,30.625,11.42140858,4,10023,11205
10023|11206,7.576666667,1713.444444,2.011111111,26.55555556,7.846130789,9,10023,11206
10023|11209,15.20714286,2626.428571,6.602857143,47.14285714,13.96825261,7,10023,11209
10023|11210,15.39,3420,3,52,5.769230769,1,10023,11210
10023|11211,7.198837209,1714.511628,3.673023256,25.87209302,13.83602194,43,10023,11211
10023|11213,10.635,1908.5,5.25,34,15.26785714,2,10023,11213
10023|11214,18.665,2880,3,56,5.660377358,2,10023,11214
10023|11215,9.458695652,2199.086957,4.790869565,33.69565217,14.28728063,23,10023,11215
10023|11216,9.771666667,2290.5,1,33.83333333,3.389830508,6,10023,11216
10023|11217,8.3225,2131.9375,5.655625,30.21875,18.40840212,16,10023,11217
10023|11218,10.925,2410.75,2.05,37.375,7.051851852,4,10023,11218
10023|11219,13.8,2790,0,45,0,1,10023,11219
10023|11220,12.8,2657,10,43,23.25581395,1,10023,11220
10023|11221,8.3275,1755,2.325,27.75,7.580645161,4,10023,11221
10023|11222,5.071333333,1043.266667,2.558666667,17.7,14.5753282,15,10023,11222
10023|11223,15.42333333,3370.333333,3,52.33333333,4.761904762,3,10023,11223
10023|11225,9.32,2520,6.725,34,19.11458333,2,10023,11225
10023|11226,9.6,2046,8.25,32,25.78125,1,10023,11226
10023|11228,15.35,2550,0,46.75,0,2,10023,11228
10023|11229,16.5,3637,13.87,54.5,25.44954128,1,10023,11229
10023|11231,7.904285714,1973.428571,4.359285714,29.57142857,14.47250166,14,10023,11231
10023|11232,11.57666667,2520,0,38.5,0,3,10023,11232
10023|11235,22.05,3383.5,5.085,67,8.056226246,2,10023,11235
10023|11236,14.5,3145,3,46,6.52173913,1,10023,11236
10023|11237,7,1460.5,5.7,23.25,23.61952862,2,10023,11237
10023|11238,8.301,2027.3,4.803,29.9,17.18941449,10,10023,11238
10024|10001,3.020949227,1093.293598,1.509646799,14.39403974,10.84808559,453,10024,10001
10024|10002,6.406216216,1419.162162,3.212972973,22.7972973,13.84427506,37,10024,10002
10024|10003,4.615337079,1397.466292,2.216797753,18.95505618,11.81795659,178,10024,10003
10024|10004,7.127931034,1380.517241,1.93137931,24.15517241,8.022076272,29,10024,10004
10024|10005,7.10173913,1437.26087,2.658695652,24.58695652,11.04104171,23,10024,10005
10024|10006,6.977,1434.85,3.146,23.85,13.0084125,20,10024,10006
10024|10007,5.853421053,1171.684211,2.898289474,20.71052632,13.5884291,76,10024,10007
10024|10009,4.83175,1358.275,2.29175,19.25,11.58653141,40,10024,10009
10024|10010,3.828037975,1255.740506,2.137468354,16.58544304,13.28573826,158,10024,10010
10024|10011,3.792241993,1112.227758,1.732099644,15.63523132,11.26688566,281,10024,10011
10024|10012,5.268041237,1466.061856,1.91371134,20.69072165,9.236809387,97,10024,10012
10024|10013,5.702210526,1363.747368,1.941052632,20.91578947,9.597525965,95,10024,10013
10024|10014,4.39832,1122.096,2.06944,16.848,12.30798083,125,10024,10014
10024|10016,3.412490119,1186.201581,1.665928854,15.56324111,10.77487922,253,10024,10016
10024|10017,2.723175258,1038.412371,1.453154639,13.47319588,10.89408558,485,10024,10017
10024|10018,2.547268722,1069.651982,1.358942731,13.5,10.41933072,227,10024,10018
10024|10019,1.834260615,676.7620791,0.865204978,9.710183016,9.240304889,1366,10024,10019
10024|10020,2.106712329,963.7808219,0.929726027,12.03424658,8.43612245,73,10024,10020
10024|10021,1.770946166,617.8792822,0.937096248,9.176998369,10.04428965,613,10024,10021
10024|10022,2.26965721,850.641844,1.107080378,11.53250591,9.704263881,846,10024,10022
10024|10023,1.08518847,363.3503326,0.622383592,6.424611973,9.900699469,1804,10024,10023
10024|10024,0.876974268,255.4755989,0.535705413,5.618473824,9.18742892,1127,10024,10024
10024|10025,1.13456486,292.7389163,0.550139573,5.97044335,9.206895237,1218,10024,10025
10024|10026,2.006041667,490.1666667,0.99375,8.609375,11.33855328,96,10024,10026
10024|10027,2.290980392,510.9411765,1.057990196,9.441176471,11.20966211,204,10024,10027
10024|10028,1.415745008,462.1705069,0.801520737,7.584485407,10.41773536,651,10024,10028
10024|10029,2.065767196,557.4126984,0.840634921,9.185185185,9.462652721,189,10024,10029
10024|10030,3.116521739,705.0434783,1.200869565,12.19565217,10.00458612,23,10024,10030
10024|10031,3.251829268,677.4634146,1.333292683,12.32317073,11.04501485,82,10024,10031
10024|10032,4.791428571,722.8681319,1.643846154,15.95604396,10.22032931,91,10024,10032
10024|10033,5.415135135,789.2702703,1.881081081,17.97297297,10.35348823,37,10024,10033
10024|10034,7.185294118,839.7058824,1.114705882,21.55882353,5.209327473,17,10024,10034
10024|10035,2.980705882,717,0.988823529,11.77058824,8.448077086,85,10024,10035
10024|10036,2.276819048,910.0266667,1.003580952,12.02095238,8.788135709,525,10024,10036
10024|10037,3.4425,811.1666667,2.065,13.16666667,15.50565913,12,10024,10037
10024|10038,7.468666667,1725.666667,2.526666667,26.73333333,9.21608235,15,10024,10038
10024|10039,3.524,795.4,0.74,13.4,5.635327635,5,10024,10039
10024|10040,6.353846154,800.3846154,2.148461538,19.61538462,11.02784664,13,10024,10040
10024|10044,5.453333333,1490.666667,1.533333333,21.33333333,6.814814815,3,10024,10044
10024|10065,1.999475,754.5425,0.980675,10.475,9.364909788,400,10024,10065
10024|10075,1.395,441.700565,0.721638418,7.440677966,9.790793512,354,10024,10075
10024|10128,1.66127551,505.6734694,0.860765306,8.348214286,10.57918375,392,10024,10128
10024|10280,6.525,1205.541667,1.710416667,21.77083333,7.895942135,24,10024,10280
10024|10314,22.1,3701,0,69.5,0,1,10024,10314
10024|10451,5.1125,1032.833333,1.55,18.29166667,8.927648579,12,10024,10451
10024|10452,6.91,1081,0.25,22.25,1.063829787,4,10024,10452
10024|10453,7.593333333,889.3333333,3.706666667,22.83333333,15.43230626,3,10024,10453
10024|10454,4.69,1219.333333,2,18,10.81081081,3,10024,10454
10024|10455,5.34,1080,4.62,18,25.66666667,1,10024,10455
10024|10456,5.2,1191,0,19,0,1,10024,10456
10024|10457,8.4575,1213,3.4125,26.125,12.13230603,4,10024,10457
10024|10458,10.2,1859,8.25,32.5,25.38461538,1,10024,10458
10024|10459,7.5,1817,5.4,26,20.76923077,1,10024,10459
10024|10461,12.85857143,1537.428571,3.528571429,37.42857143,9.039950526,7,10024,10461
10024|10462,9.9,1236,0,29,0,1,10024,10462
10024|10463,8.511428571,1000.857143,1.777857143,25.14285714,6.561376975,14,10024,10463
10024|10465,12.09,1080,2,33,6.060606061,1,10024,10465
10024|10467,10.39,1320,0,31,0,1,10024,10467
10024|10468,8.2,1016.333333,2.266666667,24.66666667,9.623188406,3,10024,10468
10024|10471,9.445,1380,2.55,29,10.2,2,10024,10471
10024|11201,9.521666667,2041.222222,5.522222222,32.55555556,17.60874036,18,10024,11201
10024|11204,12.53,2040,0,38,0,1,10024,11204
10024|11205,9.2875,2107.25,8.2675,32.625,25.55704437,4,10024,11205
10024|11206,9.055,1620,6,29.5,20.33986175,2,10024,11206
10024|11209,15.8,2034,9.3,46,20.2173913,1,10024,11209
10024|11210,13.44,3540,14.85,48.5,30.6185567,1,10024,11210
10024|11211,8.145833333,1858.166667,4.909583333,28.72916667,16.8131494,24,10024,11211
10024|11215,10.17928571,2221.357143,5.024285714,33.53571429,14.48296416,14,10024,11215
10024|11216,11.28,3200,4.033333333,42.83333333,10.20536636,3,10024,11216
10024|11217,10.555,2053.5,4.525,34.75,12.68275767,4,10024,11217
10024|11218,12.4,2315.333333,1.333333333,39.66666667,3.137254902,3,10024,11218
10024|11219,13.65,2259,7.995,42.5,20.47789474,2,10024,11219
10024|11221,10,2208.666667,0,34.5,0,3,10024,11221
10024|11222,5.993333333,1287.5,3.445,20.91666667,16.58514665,6,10024,11222
10024|11225,7.44,1541.5,7.1,25,30.33333333,2,10024,11225
10024|11226,13.42,1800,8.1,40,20.25,1,10024,11226
10024|11228,13.5,1624,0,38.5,0,1,10024,11228
10024|11230,14.86,2915.333333,3.36,47,7.045776918,3,10024,11230
10024|11231,10.124,2391.6,3,36,8.755546956,5,10024,11231
10024|11235,22.2,3226,0,66,0,2,10024,11235
10024|11237,9.8,1806,6.5,31.5,20.63492063,1,10024,11237
10024|11238,10.176,2227,6.77,35,19.86689837,5,10024,11238
10024|11251,11.2,2160,36.5,36,101.3888889,1,10024,11251
10025|10001,4.1992,1108.484,1.8036,16.684,10.75558316,250,10025,10001
10025|10002,7.31962963,1633.148148,2.162962963,25.68518519,8.420040535,27,10025,10002
10025|10003,5.847341772,1456.063291,2.362911392,21.57594937,10.86733809,79,10025,10003
10025|10004,8.661111111,1781.555556,3.811111111,29.27777778,13.01558982,9,10025,10004
10025|10005,8.367142857,1495.214286,2.991428571,27,10.61700869,14,10025,10005
10025|10006,6.886666667,1540,1.633333333,24.16666667,6.666666667,3,10025,10006
10025|10007,7.022444444,1255.777778,2.409111111,23.07777778,10.49104565,45,10025,10007
10025|10009,6.554705882,1468.529412,2.892647059,23.36764706,12.49052447,34,10025,10009
10025|10010,4.896021505,1320.139785,2.878817204,19.12365591,14.69427558,93,10025,10010
10025|10011,4.783691275,1018.315436,2.092348993,17.39597315,11.92002432,149,10025,10011
10025|10012,6.505681818,1490.75,2.731590909,23.19318182,11.96895257,44,10025,10012
10025|10013,6.671515152,1373.954545,2.850454545,22.46212121,12.66976033,66,10025,10013
10025|10014,5.665,1119.833333,1.996363636,19.28787879,9.8576403,66,10025,10014
10025|10016,4.6765,1357.914286,1.7505,18.17864286,10.06007554,140,10025,10016
10025|10017,3.723719807,1188.019324,1.79763285,16.15700483,11.21460003,207,10025,10017
10025|10018,3.676637168,1149.849558,1.69539823,15.93362832,10.72172461,113,10025,10018
10025|10019,2.793209677,809.1,1.236370968,12.28709677,10.17460014,620,10025,10019
10025|10020,3.087619048,1005.52381,1.596190476,14.07142857,11.86608692,21,10025,10020
10025|10021,2.58,778.762215,1.242084691,11.58306189,10.80235271,307,10025,10021
10025|10022,3.295104712,1051.225131,1.803376963,14.56020942,12.31404773,382,10025,10022
10025|10023,1.876216769,513.1615542,0.888200409,8.765858896,10.1637425,978,10025,10023
10025|10024,1.126603611,308.4290628,0.611143594,6.136285469,9.866527017,1163,10025,10024
10025|10025,0.877983402,263.7834025,0.534622407,5.55186722,8.693415546,1205,10025,10025
10025|10026,1.159657143,357.64,0.430457143,6.462857143,6.76817201,175,10025,10026
10025|10027,1.313864865,359.4918919,0.59227027,6.812162162,9.005702061,370,10025,10027
10025|10028,1.895919732,566.2809365,0.894381271,9,9.67447423,299,10025,10028
10025|10029,1.493207547,485.9622642,0.642566038,7.877358491,8.202831908,265,10025,10029
10025|10030,2.510869565,638.0217391,0.779347826,10.67391304,7.082537275,46,10025,10030
10025|10031,2.189059829,513.3418803,0.818547009,9.474358974,8.431889388,117,10025,10031
10025|10032,3.629105691,654.8536585,1.239268293,13.31707317,9.303036324,123,10025,10032
10025|10033,4.803469388,775.2857143,0.955714286,16.25510204,5.846451655,49,10025,10033
10025|10034,6.415333333,801.4666667,1.544,19.83333333,7.697061555,15,10025,10034
10025|10035,2.188994413,652.5530726,0.949832402,10.02793296,9.539425723,179,10025,10035
10025|10036,3.31832618,987.0901288,1.426781116,14.53648069,10.1212192,233,10025,10036
10025|10037,2.411724138,650.862069,0.668275862,10.44827586,6.200478329,29,10025,10037
10025|10038,7.726,1503.333333,4.016666667,25.5,16.13009695,15,10025,10038
10025|10039,2.776111111,757.4444444,0.616666667,11.83333333,5.230528622,18,10025,10039
10025|10040,5.053076923,747.6923077,1.315384615,16.69230769,8.127889259,13,10025,10040
10025|10044,6.76,1658.5,0,24.5,0,2,10025,10044
10025|10065,3.016141304,962.7717391,1.342826087,13.50815217,9.940654963,184,10025,10065
10025|10075,2.133823529,623.3088235,1.089705882,9.819852941,11.11018866,136,10025,10075
10025|10128,1.634794521,499.6849315,0.801671233,8.145205479,9.872373458,365,10025,10128
10025|10280,7.395714286,1330.142857,3.274285714,23.64285714,13.82744476,7,10025,10280
10025|10301,21.4,2554,6,60.5,9.917355372,1,10025,10301
10025|10310,21.11,2340,0,59,0,1,10025,10310
10025|10451,3.767692308,1009.461538,0.519230769,15.11538462,3.598901099,13,10025,10451
10025|10452,5.155,995.25,0,18,0,4,10025,10452
10025|10453,5.31,888.5,1,17.75,5.263157895,2,10025,10453
10025|10454,4.002,897,0.99,15,6,5,10025,10454
10025|10455,5.306666667,1035.666667,1.233333333,18.5,7.047619048,3,10025,10455
10025|10456,6.7,1561.5,5.125,24,20.21720053,2,10025,10456
10025|10457,6.83,1010.333333,0,21.5,0,3,10025,10457
10025|10458,9.685,1389.75,1.75,29.875,6.016483516,4,10025,10458
10025|10461,9.565,1650,4.5,30.25,14.86338798,2,10025,10461
10025|10463,7.505454545,1098.545455,2.307272727,23.45454545,10.39224043,11,10025,10463
10025|10467,10.6675,1135.25,0.5,30.625,1.515151515,4,10025,10467
10025|10468,6.655,840,0,20,0,2,10025,10468
10025|10471,8.651666667,1000.333333,0.93,25.58333333,3.795918367,6,10025,10471
10025|10472,8.215,1098.5,2.25,24.5,10.22727273,2,10025,10472
10025|10473,6.47,1140,0,21.5,0,1,10025,10473
10025|11201,9.920769231,1782.076923,4.717692308,31.73076923,15.15649417,13,10025,11201
10025|11203,13.95,3260,9,48,17.60532151,2,10025,11203
10025|11205,11.8,2100,3.5,37.5,9.333333333,1,10025,11205
10025|11206,9.706666667,2008.666667,2.233333333,33,6.871794872,3,10025,11206
10025|11207,15.08,2880,13.1,47.25,27.79190946,2,10025,11207
10025|11209,15.385,1708,0,43.25,0,2,10025,11209
10025|11211,9.376153846,2000.692308,4.774615385,31.61538462,15.46652745,13,10025,11211
10025|11213,12.3,1953,4,38.5,10.38961039,1,10025,11213
10025|11215,14.5,2997,10.86,48,22.625,1,10025,11215
10025|11216,10.8025,1954,5.0125,34,14.24862637,4,10025,11216
10025|11217,9.16,1680,3,30.5,9.836065574,1,10025,11217
10025|11221,11.4,2233.5,1.25,36.875,3.571428571,4,10025,11221
10025|11222,6.854,1576.6,2.12,24.4,9.405128205,5,10025,11222
10025|11223,16.91,2340,9,48.5,18.55670103,1,10025,11223
10025|11225,12.9,1736,0,38.5,0,1,10025,11225
10025|11226,14.34,1618.5,9.365,40.5,23.12566723,2,10025,11226
10025|11231,10.61,3060,1,41.5,2.409638554,1,10025,11231
10025|11232,14.1,1935,0,41.5,0,1,10025,11232
10025|11233,12.19,2400,0,40,0,1,10025,11233
10025|11235,23.1,2460,19.05,63,30.23809524,1,10025,11235
10025|11237,11.3,3584,2,45.5,4.395604396,1,10025,11237
10025|11238,11.1,2288,3.7,36.5,10.1369863,2,10025,11238
10025|11239,15.85,2940,0,49,0,1,10025,11239
10026|10001,5.009166667,1181.666667,2.31875,18.54166667,11.79189769,24,10026,10001
10026|10002,7.65,1330,4.9,24.75,19.82815057,2,10026,10002
10026|10003,6.48,1323.714286,1.842857143,22.10714286,8.103031066,14,10026,10003
10026|10004,9.2,1616,2.5,29.5,8.477011494,2,10026,10004
10026|10005,8.6,2627,7,33.5,20.89552239,1,10026,10005
10026|10007,6.87,840,4.2,21,20,1,10026,10007
10026|10009,7.596,1477.4,3.62,25.3,14.37090909,5,10026,10009
10026|10010,5.904285714,1559.714286,2.035714286,22.42857143,8.38899196,7,10026,10010
10026|10011,6.058333333,1517.833333,2.383333333,22.58333333,9.135802469,6,10026,10011
10026|10012,7.4225,1559.25,4.2375,25.25,15.3125,4,10026,10012
10026|10013,8.033636364,1550,2.381818182,27,8.137977929,11,10026,10013
10026|10014,7.135714286,1451.714286,3.057142857,24.35714286,12.519828,7,10026,10014
10026|10016,4.66,1096.75,1.758333333,17.08333333,9.330651024,12,10026,10016
10026|10017,4.136,1184.6,2.3215,16.7,13.35536428,20,10026,10017
10026|10018,3.902,1082.6,1.575,15.8,11.12346373,10,10026,10018
10026|10019,3.545510204,887.6938776,1.412653061,13.95918367,10.28833007,49,10026,10019
10026|10020,3.666666667,1020,2.633333333,15,17.17948718,3,10026,10020
10026|10021,2.922941176,840.8235294,1.524705882,12.61764706,12.17428264,17,10026,10021
10026|10022,3.806888889,994.1777778,1.647333333,14.98888889,11.15026326,45,10026,10022
10026|10023,2.778059701,676.880597,1.280597015,11.07462687,12.07910747,67,10026,10023
10026|10024,1.841785714,462.6964286,0.623571429,8.160714286,7.462973634,56,10026,10024
10026|10025,1.077666667,328.8083333,0.575666667,6.15,8.757859656,120,10026,10025
10026|10026,2.001702128,506.7659574,0.932978723,9.925531915,5.942519997,47,10026,10026
10026|10027,1.09962963,346.6111111,0.587222222,5.981481481,9.391497854,54,10026,10027
10026|10028,2.283076923,571.8461538,0.898076923,9.788461538,9.132866601,26,10026,10028
10026|10029,1.277708333,417.4166667,0.491666667,6.9375,6.837622599,48,10026,10029
10026|10030,1.251666667,486.0833333,0.85,6.75,12.73497336,12,10026,10030
10026|10031,1.694285714,429.7142857,0.521428571,7.928571429,7.387265512,14,10026,10031
10026|10032,3.061666667,842.8333333,1.966666667,13.25,14.65909091,6,10026,10032
10026|10033,4.224285714,930.2857143,2.314285714,15.71428571,14.17429472,7,10026,10033
10026|10034,6.193333333,1084.333333,1.96,20.83333333,8.52173913,3,10026,10034
10026|10035,1.168490566,402.5849057,0.667735849,6.801886792,9.739309481,53,10026,10035
10026|10036,4.021764706,1100.058824,1.881764706,16.26470588,11.18522247,17,10026,10036
10026|10037,1.77125,522,0.9775,8.4375,9.056547619,8,10026,10037
10026|10039,2.215,541.75,0.25,9.625,2.272727273,4,10026,10039
10026|10040,4.633333333,1050.666667,2.623333333,17.33333333,15.8989899,3,10026,10040
10026|10065,3.69875,1065.625,1.55625,15.4375,8.940533133,16,10026,10065
10026|10075,2.572857143,708.5714286,1.064285714,11.35714286,8.861283644,7,10026,10075
10026|10128,2.118571429,628.4285714,1.414285714,9.80952381,14.26891711,21,10026,10128
10026|10280,10,1733,0,31.5,0,1,10026,10280
10026|10451,3.36,1020,0,15,0,1,10026,10451
10026|10454,2.12,520,1.81,9.25,18.98235294,2,10026,10454
10026|10455,4.01,900,0,15,0,1,10026,10455
10026|10467,9.77,960,0,28,0,1,10026,10467
10026|10468,6.5,1246,4.5,22,20.45454545,1,10026,10468
10026|10471,9.5,1279,7.37,28.5,25.85964912,1,10026,10471
10026|11209,17.9,2395,13.12,52,25.23076923,1,10026,11209
10026|11211,10.5,1457,5,32,15.625,1,10026,11211
10026|11216,12.125,2119.5,5.875,38.25,16.39705882,2,10026,11216
10026|11233,12.5,2446,2,37,5.405405405,1,10026,11233
10027|10001,5.320454545,1293.015152,2.474090909,20.18939394,12.28865189,66,10027,10001
10027|10002,7.90125,1549.875,0.75,26.375,2.96474359,8,10027,10002
10027|10003,6.656428571,1562.357143,2.872142857,23.82142857,11.88870794,14,10027,10003
10027|10004,10.43,2880,0,37,0,1,10027,10004
10027|10005,7.45,1260,4.7,23.5,20,1,10027,10005
10027|10006,10.11,1766.666667,4,32.66666667,13.55990783,3,10027,10006
10027|10007,8.22,1308.714286,4.2,26.07142857,16.11785792,7,10027,10007
10027|10009,7.903333333,1447.333333,4.533333333,26.5,17.43551669,3,10027,10009
10027|10010,6.579444444,1381.777778,3.380555556,23,14.18400673,18,10027,10010
10027|10011,6.286315789,1179,2.924210526,21.39473684,13.38866991,19,10027,10011
10027|10012,7.517692308,1711.307692,3.621538462,26.53846154,13.41659195,13,10027,10012
10027|10013,7.593684211,1377.210526,2.073684211,25.18421053,8.404934629,19,10027,10013
10027|10014,6.898181818,1180.363636,2.781818182,22.72727273,12.38847738,11,10027,10014
10027|10016,6.096818182,1660.818182,3.114545455,23.47727273,12.04752812,22,10027,10016
10027|10017,4.780666667,1442.666667,2.391666667,19.63333333,11.6467926,30,10027,10017
10027|10018,4.786842105,1256.894737,2.03,18.78947368,11.14201451,19,10027,10018
10027|10019,4.042586207,1020.017241,1.480948276,15.9612069,9.393190476,116,10027,10019
10027|10020,4.185,1338.666667,2,18.33333333,11.36752137,6,10027,10020
10027|10021,3.646818182,944.4545455,1.423863636,14.43181818,10.11634253,44,10027,10021
10027|10022,4.290526316,1218.315789,2.194736842,17.3245614,12.94498302,57,10027,10022
10027|10023,2.82626087,717.7130435,1.73773913,11.71304348,15.74179545,115,10027,10023
10027|10024,2.26124183,566.8888889,0.992941176,9.875816993,10.49124014,153,10027,10024
10027|10025,1.210212014,319.459364,0.650848057,6.363957597,10.01756323,283,10027,10025
10027|10026,1.1324,383.44,0.5264,6.72,5.376911977,50,10027,10026
10027|10027,1.009158416,331.6534653,0.828762376,6.737623762,10.17174224,202,10027,10027
10027|10028,3.140714286,866.0892857,1.334285714,13.08928571,10.12839037,56,10027,10028
10027|10029,2.041896552,583.3275862,0.806896552,9.353448276,8.241334746,58,10027,10029
10027|10030,1.256969697,383.5757576,0.502121212,6.772727273,7.091732791,33,10027,10030
10027|10031,1.243870968,358.2903226,0.586290323,7.024193548,7.950222664,62,10027,10031
10027|10032,2.446481481,596.6481481,1.402777778,10.42592593,13.9598169,54,10027,10032
10027|10033,3.438846154,658.1538462,1.186538462,12.55769231,10.021304,26,10027,10033
10027|10034,5.18,972.6,3.306,17.8,19.90447885,5,10027,10034
10027|10035,1.528352941,521.4470588,0.603647059,8.129411765,7.511139679,85,10027,10035
10027|10036,4.653333333,1063.070175,1.376315789,17.5,7.923647331,57,10027,10036
10027|10037,1.424166667,456.6666667,0.741666667,7.541666667,8.708704694,12,10027,10037
10027|10038,8.288333333,2336,2.915,26.41666667,9.56530627,6,10027,10038
10027|10039,1.728333333,435.4166667,0.658333333,8.166666667,7.657407407,12,10027,10039
10027|10040,4.543333333,827,1.122222222,15.77777778,7.85149284,9,10027,10040
10027|10065,4.015217391,1062.304348,2.032608696,15.89130435,12.85523456,23,10027,10065
10027|10075,3.512142857,860.2142857,1.521428571,13.53571429,12.10838683,14,10027,10075
10027|10128,2.631,682.475,1.1875,11.05,10.37629466,40,10027,10128
10027|10280,8.32,1511.666667,6.44,27.16666667,23.79874214,3,10027,10280
