Zip Code,Tip Percentage,count,Population Density (per sq. mile),Median household income,Gini Index Of Income Inequality,Average Commute to Work (in min),Male Rate,White Rate,Higher Education Rate,Unemployment Rate,Renter Occupied Rate,Public Transportation Rate
11209,20.204729209097,64526,33588.78,58261.0,0.479,41.0,0.4663398647811299,0.7711881910689451,0.3189898516998747,0.09173542540240767,0.6451727823298896,0.4318561971399628
11218,20.43464990817536,65721,52340.8,52445.0,0.4661,40.0,0.4884293319778486,0.5716311297787527,0.2528826346344204,0.07887130075705437,0.6703526478748643,0.5482510153281803
11236,16.865606191686414,5572,27041.18,61061.0,0.4049,48.0,0.4474114609584744,0.06535893928016705,0.16418939074441713,0.0992434703125304,0.5195295162006214,0.3777906503428625
10004,18.688070434240853,442527,5014.745,129313.0,0.4942,25.0,0.5233345208407553,0.7983612397577485,0.5831848949055931,0.0926009986382206,0.7475524475524475,0.5371690427698574
10013,19.749199410456733,2405657,47193.77,83725.0,0.6524,27.0,0.4934586610397084,0.5612123537310569,0.4436217149434107,0.060547414984794025,0.7144279507603186,0.5684498896583213
10022,19.82096306751554,4759261,67873.23,109019.0,0.5847,26.0,0.4391586197582551,0.8529610372071038,0.6817138226754001,0.0651818553330609,0.5398651328837762,0.4212585933368588
10031,18.19594455788685,225751,90800.1,37655.0,0.53,39.0,0.4799296012996683,0.27516415081567724,0.2079130846815136,0.1148323865409826,0.8888942353960158,0.7449154618965942
10040,17.835302324929053,71870,118931.3,42721.0,0.4849,42.0,0.45287228109314004,0.3926826547685444,0.24211935303959845,0.13691177067684435,0.9031450577663672,0.6431576121005996
10301,22.80784424967898,2427,10627.23,56848.0,0.4773,43.0,0.5014787193005015,0.6056577086280056,0.21033817667481036,0.08903535720270346,0.5669101482164386,0.28961678441447225
10310,20.810803210680522,809,14050.65,61925.0,0.473,38.0,0.49498553137511403,0.5786657153050303,0.16906489079161216,0.1305721889554225,0.3885991941218298,0.2091946929959889
10454,16.28126708204905,15724,36541.09,20232.0,0.5075,41.0,0.4765417837170837,0.3261309039355195,0.051563443513875394,0.1506015859994531,0.9493863800433144,0.6196464235520379
10463,18.977375904714428,43015,48696.15,54258.0,0.4828,43.0,0.4570292530531099,0.4438511786424311,0.2543311559216132,0.10524084124830392,0.6894097795385349,0.4479945968412303
10472,14.028906031325185,6795,65584.59,30288.0,0.4759,43.0,0.4830038607797033,0.1495834421899039,0.06892798049290255,0.14115149907137173,0.8637532133676092,0.5605887875536479
11201,20.202061814688307,763424,38471.77,95369.0,0.5413,32.0,0.4937806394965976,0.6636789346601303,0.5282249213433818,0.07569733207879321,0.6242158350075854,0.6945973154362416
11210,17.177340003142017,12723,39792.05,55429.0,0.4557,38.0,0.4672291813420722,0.3340632752442498,0.20705338274478574,0.08649315328420988,0.5361524163568773,0.3779741672331747
11219,18.232691059432653,12657,65429.87,34316.0,0.4798,41.0,0.5045322828474492,0.6512462488785307,0.09192438976601253,0.07620106531519884,0.7505355330903077,0.3681108937347903
11228,19.612785289202975,12764,29884.86,61893.0,0.4508,43.0,0.4964829611418426,0.68626647544902,0.20339638962871906,0.09919028340080972,0.4166666666666667,0.3466321643750965
11237,20.457688672729798,92112,56623.82,40372.0,0.48200000000000004,39.0,0.5130141677782184,0.40351130177728106,0.10533905331843252,0.12648917434994306,0.8990490999342144,0.6520343797262902
10005,18.553787216883205,470089,92791.04,124670.0,0.4846,25.0,0.5076223981237173,0.7442099091175608,0.702726473175022,0.03939828080229226,0.8496644295302014,0.7173084254670224
10014,20.33744927714127,3112887,53727.76,108483.0,0.5213,24.0,0.4958656077393209,0.8788770140863483,0.6996437559237834,0.07074297902595095,0.7223521732035032,0.616259007408911
10023,20.174221784325763,3840191,125003.2,103534.0,0.5743,28.0,0.4721030742885102,0.8265187963793525,0.6367772975617711,0.06057834566240752,0.623212270911475,0.6635009647853353
10032,17.597451155616255,236319,90306.65,34568.0,0.4818,36.0,0.4897766699228618,0.285158486879779,0.18398625661063767,0.1609792284866469,0.9235215878862288,0.6101257296811855
10302,19.515993128313912,232,14075.08,56841.0,0.4726,40.0,0.4845041936827078,0.6126345844982451,0.13514960442567367,0.09007832898172324,0.4441700476274475,0.2371005005775895
10455,15.11234622702835,8393,54166.66,22609.0,0.4691,41.0,0.4655226047283285,0.18039713811696392,0.05023849025300705,0.18126100280367735,0.9222860598729968,0.6003884612617797
10464,21.87482733792619,906,1212.9560000000001,70078.0,0.4045,33.0,0.4274952919020716,0.8076741996233522,0.3229755178907721,0.04630030289917785,0.47235693501454906,0.07875703187784623
10473,15.153414058876415,5918,26910.97,35866.0,0.4809,45.0,0.4367030344357313,0.22430958063416295,0.109018070235254,0.11196787148594378,0.7285187914517317,0.3741879888638473
11211,20.21231064749051,972605,40581.32,46848.0,0.5275,30.0,0.49519143142027,0.8254977431355941,0.26079917659293883,0.06906888022470968,0.8459762997157092,0.574170838890225
11220,19.289393172078604,31332,57552.4,37580.0,0.4684,45.0,0.5177662020196141,0.3161637032079077,0.12082763437418155,0.1150573936529372,0.7575727315092204,0.4889719129890572
11229,18.863901748715705,11618,37400.8,51725.0,0.4616,42.0,0.4742070837961249,0.7233000123411082,0.24722942120202396,0.09431481242748484,0.5381975916094782,0.3950486529423446
11238,20.521099354887028,282219,46936.16,65315.0,0.4713,40.0,0.4679641583967627,0.4139127083534059,0.4156662491569516,0.09224869402421718,0.7130809024909794,0.698461738593125
10006,19.369583090090615,295185,27306.71,119274.0,0.4615,21.0,0.4535301156761069,0.7016354208216993,0.6505783805345033,0.08405270331667422,0.8948685857321652,0.6292707802141765
10024,20.2136004292108,2605072,68967.46,109956.0,0.5711,30.0,0.4591643567034007,0.8098843891555676,0.6149347576228787,0.05549324210644383,0.6404772547536361,0.7248694913196552
10033,17.880466324448093,151959,97114.56,41556.0,0.5077,39.0,0.5098620337250894,0.4110032362459547,0.22060977686935787,0.15812763395544852,0.8856341539420379,0.6037057911793716
10303,20.739604875708565,460,7821.156999999997,51537.0,0.4642,44.0,0.4653788156661369,0.3973998451318417,0.13644699841056365,0.0916371763829391,0.41788276032649024,0.2292464035898113
10312,23.76705020496736,1236,7824.309,85324.0,0.3988,43.0,0.4994923519914782,0.9282801551239158,0.2226327790815732,0.0789796663017879,0.15929953396412935,0.1257088446889547
10456,15.036395823191492,10557,86133.38,23452.0,0.4789,43.0,0.4709369264617033,0.10354183053475144,0.059870273474459376,0.1826681246582832,0.9385868990087832,0.6307261020917408
10465,18.972871908199668,6013,13080.52,65450.0,0.4447,39.0,0.4809638446792385,0.6390040568855602,0.16196335428647854,0.09852598913886734,0.4571024916516825,0.1916471506635441
10474,16.072924009365998,2530,8165.422,25676.0,0.4471,39.0,0.4959661314801502,0.3100886652288521,0.05831136672258168,0.18162751677852348,0.924234135667396,0.5157074065581289
11203,15.988171668199044,12206,37086.12,48400.0,0.4367,45.0,0.4442643140803298,0.04184889156989896,0.1368697531795104,0.12643591861250844,0.5913191994950433,0.5101301956415789
11212,15.721741648828026,6089,54956.94,28348.0,0.5001,46.0,0.41265972550875535,0.04493610979649787,0.06218646474207287,0.13461762648636047,0.8436039380780322,0.5999711898588304
11221,19.64033432666985,113249,58786.51,39178.0,0.4747,42.0,0.4641482519890312,0.2975492185290393,0.11929267962764845,0.16715796774752906,0.7976477358558429,0.622775990000266
11230,18.7749698118407,25347,45776.63,42170.0,0.5055,39.0,0.484142533157601,0.7160379486814139,0.237666084850212,0.10083165589575167,0.7071330359837688,0.4270328102710414
11239,14.35054268419759,907,22569.16,26275.0,0.4662,49.0,0.3692833294510444,0.3525894867613945,0.15335041540492275,0.13714880332986473,0.9782029167320055,0.4065615370672467
10007,19.11751853038791,1210550,39918.16,216037.0,0.5071,25.0,0.5610727969348659,0.7013026819923371,0.5888122605363985,0.04763130792996911,0.6551059730250481,0.6806010928961749
10016,20.113825775669905,4471320,96201.5,105324.0,0.5124,26.0,0.4511485272286898,0.748906164544105,0.6187006797406047,0.054240302322996564,0.7091997705435251,0.4711980528261066
10025,19.660147272890026,1950717,129571.4,68516.0,0.5748,31.0,0.4473970633535271,0.6572132662491016,0.5109456823082452,0.08671654380753291,0.7715391170171115,0.711080643150941
10034,17.874590451017347,66990,36854.17,41171.0,0.4665,42.0,0.5080221633341363,0.3621055167429535,0.22500602264514571,0.16204166666666667,0.91040288634997,0.5756785207560987
10304,22.28811433024792,1574,11119.02,53168.0,0.4982,41.0,0.4659502367468202,0.4752344257729088,0.17811716646550926,0.08239513798943908,0.4688323090430202,0.2807536709619419
10457,14.573746346540759,9327,66223.05,24949.0,0.4926,43.0,0.4671608662246378,0.14751999089382772,0.06627586010642839,0.17431858223650118,0.9368187859991138,0.5493494011533343
10466,12.708800320630797,3622,34986.47,44012.0,0.4427,45.0,0.4451132291917461,0.0763783653641887,0.13152714243226785,0.11559069713557504,0.6147377738437707,0.3845560613976167
10475,14.53575500317845,3255,25087.4,43629.0,0.4437,50.0,0.4517128912123245,0.17954708426823346,0.17573037866345909,0.12617828604239434,0.5731436193863939,0.3893621441928111
11204,19.15730701796654,10606,50953.84,45472.0,0.4632,40.0,0.4993145016859553,0.6763336338821437,0.1505008460654867,0.09693749125996363,0.6293564886404187,0.4266772671317193
11213,19.034316454273586,35583,56882.03,34794.0,0.4842,39.0,0.4529238305483492,0.20103449942796373,0.12433329573470407,0.10702267739575712,0.8448877169105138,0.6021317617956273
11222,21.625576760919973,372621,22428.9,63739.0,0.4574,34.0,0.4820101796056866,0.8395834552155853,0.40478558474229215,0.06202023726448011,0.8032326928941751,0.6026825368626755
11231,21.272994950771448,224175,24004.04,78174.0,0.5076,36.0,0.472214898790169,0.6449893077892024,0.431965316225796,0.09101162163487472,0.7402120989795238,0.6288885331625848
